,Id,Price
0,725,155472.46170747324
1,15856,233532.55701353107
2,5480,216018.7575173993
3,15664,357971.0448849272
4,14275,149024.5332374293
5,7633,208997.00569493853
6,13329,175585.6283806561
7,5502,226084.69766911663
8,4220,290865.5713629581
9,11538,211248.16014549686
10,15975,232639.07938162624
11,3310,216941.27859115865
12,9286,147869.7733363568
13,11260,186398.6524639031
14,5214,103638.79309617158
15,11307,184197.04983262523
16,13543,393884.67154002876
17,615,177425.2620153121
18,3495,221765.60603548118
19,2321,245307.21425641412
20,12046,189107.2100576391
21,16688,145770.88301779603
22,12694,224060.33757055103
23,783,160836.1346654606
24,8968,161147.10631182755
25,13454,182158.11665007542
26,12190,272562.7702992582
27,11160,105171.00781966258
28,10291,192894.4891839525
29,891,272984.25512390153
30,2982,178180.19737026605
31,3818,244237.8238353103
32,2449,180368.61099502002
33,8317,167550.9550983167
34,4922,181862.3244433544
35,1257,224273.3653750587
36,9348,204207.1186291134
37,4176,169340.0349391726
38,10704,163898.02077232653
39,6624,115140.73743677857
40,5428,207894.67668774936
41,12749,164643.01857723028
42,8994,161428.24474060172
43,11513,145064.35901352266
44,3047,208121.1662552297
45,9519,208510.22054548268
46,12309,233033.99860309466
47,14081,257042.0281900028
48,8334,253001.218200072
49,6343,186251.71727936383
50,14788,134664.44361303776
51,15748,300815.79614655825
52,153,246394.06591875825
53,14149,173710.09965197634
54,269,186846.08628928047
55,5452,138009.61195414996
56,721,153934.83506872514
57,5079,333395.05692466354
58,2831,111762.47799561374
59,10614,105300.74550477107
60,10131,269161.137301987
61,9996,311638.86719089013
62,3061,182121.58482861466
63,11733,329744.3779457957
64,3726,218028.18383081944
65,10929,228656.70560147573
66,9011,181976.92546083263
67,16182,272181.98453216907
68,4976,181405.58100206708
69,9897,247774.62807585503
70,1872,157531.08785229424
71,9205,306285.50398460275
72,5403,371821.64829489397
73,14074,206606.54323912307
74,6268,153782.8021705215
75,14232,152220.81488049953
76,8532,207763.48418875455
77,7034,331278.89726714784
78,6553,471105.9718083574
79,3133,163689.21842313893
80,8596,208855.66024526383
81,12389,263092.96179325966
82,14462,179282.61553580305
83,8860,283538.8135777992
84,8377,301335.52808454016
85,6367,341239.2049879129
86,6917,254783.122033639
87,4216,210292.3093771853
88,5806,167712.12382126518
89,5438,195450.0542497828
90,6632,198113.31514910594
91,2650,147354.90555161372
92,5396,149243.67004456668
93,4044,140763.08961869052
94,1345,245076.96700448153
95,856,171376.70753981397
96,12791,259828.0054554975
97,12499,213868.22243297513
98,12249,128555.38803520601
99,14641,142121.62224164954
100,1919,159608.18158199554
101,7848,176984.14137252164
102,10749,185243.80522252404
103,15554,183288.0490823004
104,15834,217364.0938880251
105,1355,172309.92869785416
106,15451,184011.9246946873
107,12401,216226.96255857448
108,10290,167345.7781134292
109,9462,126482.91313090023
110,3103,231501.9469908975
111,3420,140216.64375499208
112,12262,241476.7887367099
113,5032,132955.7004614132
114,8949,326140.72186248994
115,15567,221523.64273007028
116,16389,163826.21944210323
117,7809,88798.26173215435
118,8990,195214.71600585626
119,16089,239712.8094401038
120,12743,99277.39183751908
121,5132,125882.88606048886
122,1619,264835.88940312405
123,2428,81130.24756618723
124,16741,158740.61868518876
125,13193,228685.01065588836
126,12588,553498.76657448
127,5067,165035.8532746775
128,14685,126244.06702713018
129,2292,166863.02869355492
130,5746,120601.42814572084
131,12578,158274.04391401884
132,14834,183872.05285094847
133,2147,172715.5714874625
134,8222,132844.45793267048
135,10419,268620.06702539115
136,11492,210927.7800053037
137,3006,228805.56056670594
138,8761,192895.16892157219
139,15371,335276.2903658803
140,16367,157261.74915643048
141,6317,267998.1789921025
142,10878,274967.9668540822
143,3895,158634.91049287465
144,8041,156544.65806463364
145,13428,488225.2438101445
146,14669,148798.23313423162
147,1006,177613.8920119775
148,12271,174538.2668291812
149,3764,349770.2460753047
150,7675,208008.93274963874
151,11709,253277.00134830963
152,8629,143047.07293318724
153,1105,330913.82123947045
154,6096,190012.0150593432
155,11727,211086.624678706
156,5157,153618.9824702236
157,3679,143160.7309912909
158,1755,139130.36141425872
159,7391,192093.25702499176
160,7425,99454.36387120168
161,6882,339691.4107555632
162,10752,415170.42781036417
163,7472,216115.38264139392
164,14320,97374.77229735699
165,9596,160681.55922341708
166,5317,214048.8202230961
167,7378,80352.62801979078
168,16154,180092.73032510618
169,3464,195675.42440064196
170,4197,233253.28546336063
171,9477,109035.79450379605
172,12705,189075.33411221483
173,16426,201814.59199537855
174,1481,64461.00868017219
175,9946,250052.99156577233
176,12025,224335.57431759324
177,5341,221983.3973547743
178,9923,273926.0734622901
179,7953,216108.59059669892
180,11066,263245.7525966845
181,5037,171527.29384441007
182,2509,182298.68903696325
183,4937,296926.58757376927
184,12089,371993.69517702603
185,4964,175842.34517733668
186,16500,260584.14124436275
187,4625,147688.79685844446
188,2363,460818.8068566097
189,8148,185981.91405367895
190,3804,188355.4008561583
191,4584,153478.62291819017
192,10694,107723.21681896609
193,2691,165005.16656576225
194,2983,211533.48220483458
195,13563,418050.8652634975
196,10747,206729.68226704502
197,1721,194203.2290556237
198,2789,290730.68573152105
199,7214,259661.68835212782
200,8659,236620.81728933606
201,5107,283748.637547377
202,3843,231879.08903858453
203,14610,400249.12470636633
204,15505,167891.41900715508
205,5060,267436.88362830365
206,16055,232146.68484648113
207,14963,208111.58748532127
208,4118,136877.12260286603
209,1672,188859.07277683073
210,3209,182693.2169804239
211,16515,146814.48065996726
212,973,175498.10328542127
213,12529,182779.67727449714
214,5896,123092.76461049655
215,5450,294141.02236297535
216,3249,159907.37632222145
217,8911,168831.31384981587
218,5898,248345.17214467592
219,1024,177333.12283927787
220,4766,207443.12728705816
221,15804,176366.20672427726
222,14303,182511.3424076059
223,10707,187210.3934478
224,6605,214523.39640165222
225,1138,365241.22049526224
226,14088,427790.3831004251
227,9154,183631.4283529003
228,8190,202257.67295356776
229,398,242253.5485433375
230,13302,251315.6672275164
231,9696,164468.41831700766
232,16786,119391.53050043569
233,16230,205376.97263862233
234,6552,187698.58713897254
235,923,207864.81464183194
236,9602,287661.35613910476
237,5857,259645.8378183714
238,8120,168692.13267232414
239,7134,187137.49325432605
240,11726,172163.2659824189
241,8069,123384.1142689934
242,12420,171837.39797864857
243,8604,189746.50065388638
244,4854,281553.2430414919
245,12212,203048.68286650212
246,12099,373576.78698100575
247,3882,489800.2369533716
248,6995,364606.2839528473
249,10172,228357.88260155
250,11672,296893.485366739
251,12897,287291.60265344457
252,16097,208802.2949988948
253,6779,254344.38594527732
254,11199,205104.63656375546
255,10816,357126.43160792644
256,143,464872.11060567753
257,5399,278864.38517148636
258,3286,150831.40157200024
259,13706,196089.13082673412
260,1935,386533.5904407566
261,16000,193694.28482729188
262,2860,204540.4175541782
263,11407,207339.32266579245
264,16378,260937.01255761646
265,12278,178557.1747197164
266,3842,193980.31913068035
267,2692,331686.12501646864
268,7699,201450.99714504168
269,6825,286649.2438331917
270,7268,283659.4424013666
271,1477,339779.22945508343
272,9887,200798.53072918038
273,9436,188908.00587206375
274,3179,237374.75928662487
275,1350,420371.2028916858
276,10643,205245.55019937732
277,5793,245071.36575441636
278,11494,376111.9277246334
279,4206,185243.21117758506
280,12419,250327.8682443762
281,8530,221629.82278483373
282,5985,171243.40237834107
283,8908,184622.53782424156
284,256,126417.25273755351
285,7234,166996.1309964226
286,5648,221698.9273721175
287,3014,207225.69783571106
288,2184,197302.76789363765
289,9189,293047.17565399903
290,14884,183589.6857992827
291,10333,187721.9739096522
292,15896,137061.85794012152
293,13269,143245.22758361895
294,8603,230911.50041341185
295,15087,165834.32379537364
296,4344,185552.6909871205
297,7981,69523.38336884826
298,10908,237043.36892293207
299,6190,154650.38739768503
300,11742,215052.64473885047
301,9224,143452.61282028834
302,14667,227931.63385646112
303,458,177924.82581890706
304,2464,312626.19544208254
305,12320,247089.4408446116
306,278,197033.58615281194
307,2912,200778.39365473634
308,6698,220458.79749331487
309,4510,120952.62588928027
310,4183,186339.86261289997
311,5551,206065.21495339065
312,12187,178356.85008915325
313,7948,225865.8988597757
314,10808,191558.08513842447
315,12432,189397.3719875069
316,5356,171660.88938485592
317,8984,561133.5316723845
318,9203,191841.87469969247
319,15412,85054.63525437983
320,12041,132688.13701663972
321,7644,242609.24683744437
322,7071,200076.82261624
323,10685,179374.52115025866
324,6763,285365.05982291256
325,940,137888.5708456673
326,14959,192441.21763821002
327,1338,157675.05032305504
328,5351,138160.5848879128
329,6524,196394.03356726668
330,12516,149104.4401876528
331,3288,286656.2546616267
332,3146,229195.63998975063
333,3954,183838.43559388432
334,11955,162446.87718693246
335,1211,199844.98643997236
336,15668,212331.6100380795
337,1320,81451.39269431494
338,9108,165974.7079338888
339,16482,388684.6720769067
340,5017,141368.98962406468
341,8290,211254.56288992867
342,4304,418239.12704543397
343,1930,191958.1317805388
344,12530,170787.3763597224
345,11295,323840.6141527427
346,3002,151313.69077234398
347,15483,167532.93190549195
348,11525,187793.33008928582
349,13978,123043.28204341466
350,4885,160888.19765441233
351,8325,183366.60232732302
352,3630,128483.25809723028
353,9165,172807.36685001836
354,13945,222361.55946068175
355,10663,192176.12756865047
356,14803,178968.96224165708
357,7621,151729.11549941252
358,8205,223126.94996127766
359,10387,197449.4482678594
360,5457,145236.51992516653
361,10234,344543.8970599863
362,6251,177557.30341855474
363,701,251176.01227560264
364,7930,171658.5185489509
365,15028,149310.97468837374
366,12172,73708.06487180282
367,5805,186591.84387832164
368,7411,332301.24996419426
369,14806,195038.5129451315
370,7890,164740.0386063666
371,10440,152701.5935327684
372,14926,164710.80712120316
373,5381,141332.77395601012
374,3800,349406.6505576804
375,10511,214724.0765737976
376,9324,221347.48270561761
377,3313,234238.6930645969
378,7351,152552.78702443268
379,8459,177066.78179584094
380,9957,125391.38399155965
381,12024,161110.38681778067
382,4380,244781.71386496807
383,5042,127882.29027771247
384,13289,152408.23732382257
385,13407,342324.4700983793
386,13258,147819.24827608262
